ID,C_Year,C_Month,BeachName,BeachNumber,County,Header_ID,Species,Condition,Sex,Age,NumofFeet,ToeClipPrevious,ToeClipPost,Scavenged,CauseOfDeath,Oiled,OilExtent,WhereOiled,Photo,photoAttachment,Disposition,MarineMammal,MarineMammalLat,MarineMammalLong,Tag,Collected Specimen Number,Comments
45,2013,1,Fort Ord,9,MTY,2013_01_09,NOFU,3,U,U,0,,,Y,4,Yes,2,2,N,0,,,,,N,,NO FEET; HALF OF BODY
46,2013,1,Fort Ord,9,MTY,2013_01_09,NOFU,4,U,U,0,,,Y,4,Unknown,,,N,0,,,,,N,,NO HEAD; NO FEET
47,2013,1,Fort Ord,9,MTY,2013_01_09,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,ONE WING MISSING; DARK MORPH; NO HEAD
48,2013,1,Fort Ord,9,MTY,2013_01_09,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,DARK MORPH
49,2013,1,Fort Ord,9,MTY,2013_01_09,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,DARK MORPH
50,2013,1,Fort Ord,9,MTY,2013_01_09,COMU,2,U,U,2,0,1,N,4,No,,,N,0,,,,,N,,WINTER PLUMAGE; WORN WINGS
51,2013,1,Fort Ord,9,MTY,2013_01_09,COMU,3,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,WINTER PLUMAGE
52,2013,1,Fort Ord,9,MTY,2013_01_09,NOFU,4,U,U,2,0,1,Y,4,Yes,2,7,N,0,,,,,N,,OILED ON FOOT AND WING; FEATHER COLLECTED
53,2013,1,Fort Ord,9,MTY,2013_01_09,BRAC,3,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
54,2013,1,Fort Ord,9,MTY,2013_01_09,COMU,2,U,AD,1,0,1,Y,4,Yes,3,2,N,0,,,,,N,,ONE FOOT MISSING; FEATHERS COLLECTED
55,2013,1,Fort Ord,9,MTY,2013_01_09,ZACA,2,M,AD,2,0,1,Y,4,No,,,Yes,0,,,,,N,,SL: 230 CM
56,2013,1,Fort Ord,9,MTY,2013_01_09,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,NO HEAD
57,2013,1,Fort Ord,9,MTY,2013_01_09,BRPE,3,U,AD,2,0,1,Y,4,No,,,N,0,,,,,N,,
58,2013,1,Fort Ord,9,MTY,2013_01_09,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
59,2013,1,Fort Ord,9,MTY,2013_01_09,NOFU,4,U,U,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,
60,2013,1,Fort Ord,9,MTY,2013_01_09,PALO,3,U,U,2,0,1,Y,4,Yes,3,2356,N,0,,,,,N,,NO FEATHERS COLLECTED
61,2013,1,Fort Ord,9,MTY,2013_01_09,BRAC,2,U,U,2,0,1,N,4,Unknown,,,N,0,,,,,N,,
62,2013,1,Fort Ord,9,MTY,2013_01_09,COMU,2,U,U,2,0,1,N,4,Yes,2,2,N,0,,,,,N,,NO FEATHERS COLLECTED
63,2013,1,Moonstone,12,SLO,2013_01_12,NNNN,0,,,2,,,,0,,,,,0,,,,,,,
64,2013,1,San Simeon Creek,13,SLO,2013_01_13,PALO,4,U,U,1,0,1,Y,4,No,,,N,0,,,,,N,,ONE FOOT MISSING; 3 WEBBED TOES
65,2013,1,San Simeon Cove,14,SLO,2013_01_14,NSNS,0,,,2,,,,0,,,,,0,,,,,,,
66,2013,1,Arroyo de la Cruz,16,SLO,2013_01_16,WEGR,3,U,AHY,2,0,1,N,4,No,,,N,0,,,,,N,,
67,2013,1,San Carpoforo,17,SLO,2013_01_17,NNNN,0,,,2,,,,0,,,,,0,,,,,,,
68,2013,1,Del Monte,24,MTY,2013_01_24,COMU,3,U,AD,2,0,1,Y,4,Yes,2,6,Yes,0,,,,,N,,HAS FISHING LINE
69,2013,1,Del Monte,24,MTY,2013_01_24,GULL,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
70,2013,1,Del Monte,24,MTY,2013_01_24,SOSH,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,ONE LEG MISSING
71,2013,1,Del Monte,24,MTY,2013_01_24,NOFU,3,U,U,2,0,1,Y,4,Yes,1,,N,0,,,,,N,,
72,2013,1,Del Monte,24,MTY,2013_01_24,NOFU,3,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
73,2013,1,Del Monte,24,MTY,2013_01_24,EAGR,2,U,U,2,0,1,N,4,No,,,Yes,0,,,,,N,,PICTURE TAKEN
74,2013,1,Del Monte,24,MTY,2013_01_24,NOFU,3,U,U,1,0,1,Y,4,No,,,N,0,,,,,N,,ONE FOOT MISSING
75,2013,1,Del Monte,24,MTY,2013_01_24,ZACA,4,U,U,2,0,1,,4,No,,,N,0,,,,,N,,STRING MISSING FROM LAST MONTH
76,2013,1,Del Monte,24,MTY,2013_01_24,BIRD,4,U,U,0,0,0,Y,4,No,,,N,0,,,,,N,,GRAY BODY/ NO FEET
77,2013,1,Del Monte,24,MTY,2013_01_24,NOFU,3,U,U,2,0,1,N,4,No,,,N,0,,,,,N,,
78,2013,1,Del Monte,24,MTY,2013_01_24,BRAC,3,U,IM,2,0,1,Y,4,No,,,N,0,,,,,N,,
79,2013,1,Del Monte,24,MTY,2013_01_24,BRAC,3,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
80,2013,1,4-mile,25,SC,2013_01_25,WEGU,2,U,FY,2,0,1,Y,4,No,,,N,0,,,,,N,,FRESH DEAD
81,2013,1,Morro Bay,26,SLO,2013_01_26,CWGR,3,U,AHY,2,0,1,Y,4,No,,,N,0,,,,,N,,NO HEAD
82,2013,1,Davenport,27,SC,2013_01_27,NNNN,0,,,2,,,,0,,,,,0,,,,,,,
83,2013,1,Morro Bay Sandspit,29,SLO,2013_01_29,CORM,4,U,U,2,,,Y,4,No,,,N,0,,,,,N,,ONE WING AND KEEL
84,2013,1,Morro Bay Sandspit,29,SLO,2013_01_29,CWGR,4,U,U,0,,,Y,4,No,,,N,0,,,,,N,,NO FEET; NO HEAD
85,2013,1,Morro Bay Sandspit,29,SLO,2013_01_29,COMU,4,U,U,2,,,Y,4,No,,,N,0,,,,,N,,KEEL AND WING
86,2013,1,Morro Bay Sandspit,29,SLO,2013_01_29,PALO,4,U,U,1,,1,Y,4,No,,,N,0,,,,,N,,ONE FOOT MISSING; NO HEAD
87,2013,1,Morro Bay Sandspit,29,SLO,2013_01_29,ZACA,4,U,U,2,,,Y,4,No,,,N,0,,,,,N,,SKULL AND PELT ONLY
88,2013,1,Morro Bay Sandspit,29,SLO,2013_01_29,PINN,4,U,U,2,,,Y,4,No,,,N,0,,,,,N,,MOSTLY BURIED; NOT UNCOVERED OR MARKED
89,2013,1,Morro Bay Sandspit,29,SLO,2013_01_29,CWGR,4,U,U,1,,1,Y,4,No,,,N,0,,,,,N,,ONE FOOT MISSING; NO HEAD; MONOFILAMENT ON 1 LEG (REMOVED)
90,2013,1,Morro Bay Sandspit,29,SLO,2013_01_29,PALO,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
91,2013,1,Morro Bay Sandspit,29,SLO,2013_01_29,RHAU,4,U,U,2,0,9,Y,4,Yes,2,2,N,0,,,,,N,,COLLECTED
92,2013,1,Morro Bay Sandspit,29,SLO,2013_01_29,ENLU,2,M,IM,2,0,9,N,6,No,,,N,0,,,,,N,SO#6679-13,"cause of death = shark bite, SO#6679-13"
93,2013,1,Morro Bay Sandspit,29,SLO,2013_01_29,CWGR,3,U,AD,2,0,1,Y,4,No,,,N,0,,,,,N,,
94,2013,1,Zmudowski,05A,MTY,2013_01_05A,WEGU,4,U,AD,2,,,Y,4,Unknown,,,N,0,,,,,N,,WINGS ONLY
95,2013,1,Zmudowski,05A,MTY,2013_01_05A,GULL,4,U,AD,2,,,Y,4,Unknown,,,N,0,,,,,N,,"SMALL GULL, CAGU OR RBGU, WINGS ONLY"
96,2013,1,Zmudowski,05A,MTY,2013_01_05A,GULL,4,U,AD,2,,,Y,4,Unknown,,,N,0,,,,,N,,WINGS ONLY
97,2013,1,Zmudowski,05A,MTY,2013_01_05A,GULL,4,U,AHY,0,,,Y,4,No,,,N,0,,,,,N,,NO FEET; NO HEAD
98,2013,1,Zmudowski,05A,MTY,2013_01_05A,SCOT,4,M,AD,2,,,Y,4,Unknown,,,N,0,,,,,N,,EITHER SURF OR BLACK; NO BILL OR FEET
99,2013,1,Zmudowski,05A,MTY,2013_01_05A,FISH,3,U,IM,2,,,Y,4,No,,,N,0,,,,,N,,NO FINS; MOLA MOLA
100,2013,1,Zmudowski,05A,MTY,2013_01_05A,BRAC,4,U,IM,0,,,Y,4,No,,,N,0,,,,,N,,NO FEET OR HEAD
101,2013,1,Zmudowski,05A,MTY,2013_01_05A,HOGR,4,U,U,2,,,Y,4,No,,,N,0,,,,,N,,HORNED GREBE
102,2013,1,Zmudowski,05A,MTY,2013_01_05A,COMU,4,U,AD,2,,,Y,4,Yes,2,2,Yes,0,,,,,N,2983,COLLECTED OIL SAMPLE; MLSB2983
103,2013,1,Zmudowski,05A,MTY,2013_01_05A,COMU,4,U,U,2,,,Y,4,No,,,N,0,,,,,N,,WINGS ONLY
104,2013,1,Zmudowski,05A,MTY,2013_01_05A,GULL,4,U,IM,2,,,Y,4,No,,,N,0,,,,,N,,PILE OF FEATHERS AND BONES
105,2013,1,Zmudowski,05A,MTY,2013_01_05A,COMU,4,U,U,2,,,Y,4,No,,,N,0,,,,,N,,NO HEAD OR FEET
106,2013,1,Zmudowski,05A,MTY,2013_01_05A,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,PLUMAGE ID
107,2013,1,Zmudowski,05A,MTY,2013_01_05A,WEGU,2,U,SY,2,0,1,N,4,No,,,N,0,,,,,N,,VERY FRESH; BILE CLOACAL DISCHARGE
108,2013,1,Zmudowski,05A,MTY,2013_01_05A,BRPE,4,U,IM,2,0,1,Y,4,No,,,N,0,,,,,N,,
109,2013,1,Zmudowski,05A,MTY,2013_01_05A,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,DARK MORPH; NO HEAD
110,2013,1,Zmudowski,05A,MTY,2013_01_05A,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
111,2013,1,Zmudowski,05A,MTY,2013_01_05A,RTLO,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
112,2013,1,Zmudowski,05A,MTY,2013_01_05A,NOFU,4,U,U,2,0,1,Y,4,Yes,2,2,Yes,0,,,,,N,2982,COLLECTED OIL SAMPLE; MLSB2982
113,2013,1,Zmudowski,05A,MTY,2013_01_05A,ZACA,3,U,IM,2,0,1,Y,4,No,,,N,0,,,,,N,MLMLMM2572,NO GPS SL: ~93 CM
114,2013,1,Zmudowski,05A,MTY,2013_01_05A,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
115,2013,1,Zmudowski,05A,MTY,2013_01_05A,SUSC,4,M,AD,2,0,1,Y,4,No,,,N,0,,,,,N,,
116,2013,1,Zmudowski,05A,MTY,2013_01_05A,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,HEAD AND WINGS
117,2013,1,Zmudowski,05A,MTY,2013_01_05A,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
118,2013,1,Zmudowski,05A,MTY,2013_01_05A,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
119,2013,1,Zmudowski,05A,MTY,2013_01_05A,COLO,3,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
120,2013,1,Zmudowski,05A,MTY,2013_01_05A,COLO,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
121,2013,1,Zmudowski,05A,MTY,2013_01_05A,BRPE,3,U,AD,2,0,1,Y,4,No,,,N,0,,,,,N,,
122,2013,1,Zmudowski,05A,MTY,2013_01_05A,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
123,2013,1,Zmudowski,05A,MTY,2013_01_05A,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
124,2013,1,Zmudowski,05A,MTY,2013_01_05A,CWGR,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,NO HEAD
125,2013,1,Zmudowski,05A,MTY,2013_01_05A,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
126,2013,1,Zmudowski,05A,MTY,2013_01_05A,CWGR,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,NO HEAD
127,2013,1,Zmudowski,05A,MTY,2013_01_05A,NOFU,3,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
128,2013,1,Zmudowski,05A,MTY,2013_01_05A,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
129,2013,1,Zmudowski,05A,MTY,2013_01_05A,CWGR,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
130,2013,1,Zmudowski,05B,MTY,2013_01_05B,BRAC,4,U,U,2,,,Y,4,Unknown,,,N,0,,,,,N,,
131,2013,1,Zmudowski,05B,MTY,2013_01_05B,MOLA,0,,,1,,,,0,,,,,0,,,,,,,WITH FINS; ~1 FOOT DIAMETER
132,2013,1,Zmudowski,05B,MTY,2013_01_05B,WEGU,4,U,AD,2,,,Y,4,Unknown,,,N,0,,,,,N,,WINGS AND KEEL
133,2013,1,Zmudowski,05B,MTY,2013_01_05B,COMU,4,U,AD,0,,,Y,4,Unknown,,,N,0,,,,,N,,NO FEET
134,2013,1,Zmudowski,05B,MTY,2013_01_05B,GULL,4,U,IM,0,,,Y,4,Unknown,,,N,0,,,,,N,,NO HEAD; NO FEET
135,2013,1,Zmudowski,05B,MTY,2013_01_05B,SHOR,4,U,U,0,,,U,4,Unknown,,,N,0,,,,,N,,JUST WINGS; PROBABLY GODWIT
136,2013,1,Zmudowski,05B,MTY,2013_01_05B,BRAC,4,U,U,0,,,Y,4,Unknown,,,N,0,,,,,N,,NO FEET
137,2013,1,Zmudowski,05B,MTY,2013_01_05B,COMU,4,U,AD,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,
138,2013,1,Zmudowski,05B,MTY,2013_01_05B,PALO,3,U,AD,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,
139,2013,1,Zmudowski,05B,MTY,2013_01_05B,PALO,3,U,AD,2,0,0,Y,4,Unknown,,,N,0,,,,,N,,
140,2013,1,Zmudowski,05B,MTY,2013_01_05B,BRAC,4,U,FY,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,
141,2013,1,Zmudowski,05B,MTY,2013_01_05B,WEGR,3,M,AD,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,
142,2013,1,Zmudowski,05B,MTY,2013_01_05B,CWGR,4,U,AD,1,0,1,Y,4,Unknown,,,N,0,,,,,N,,ONE FOOT MISSING; NO HEAD
143,2013,1,Zmudowski,05B,MTY,2013_01_05B,WEGR,3,M,AD,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,
144,2013,1,Zmudowski,05B,MTY,2013_01_05B,GLGU,3,M,FY,1,0,1,Y,4,Unknown,,,N,0,,,,,N,,ONE ENLARGED JOINT; ONE FOOT MISSING
145,2013,1,Zmudowski,05B,MTY,2013_01_05B,BRAC,3,U,HY,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,
146,2013,1,Marina,08A,MTY,2013_01_08A,NOFU,4,U,U,0,,,Y,4,No,,,N,0,,,,,N,,DARK MORPH; NO FEET
147,2013,1,Marina,08A,MTY,2013_01_08A,COMU,4,U,U,0,,,Y,4,No,,,N,0,,,,,N,,NO FEET
148,2013,1,Marina,08A,MTY,2013_01_08A,NOFU,3,U,U,0,,,Y,4,No,,,N,0,,,,,N,,NO FEET; NO HEAD
149,2013,1,Marina,08A,MTY,2013_01_08A,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,DARK MORPH
150,2013,1,Marina,08A,MTY,2013_01_08A,PALO,2,U,IM,2,0,9,N,4,No,,,N,0,,,,,N,2980,COLLECTED MLSB#2980
151,2013,1,Marina,08A,MTY,2013_01_08A,COMU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
152,2013,1,Marina,08A,MTY,2013_01_08A,LAOB,2,U,U,2,0,1,Y,4,No,,,Yes,0,,,,,N,,FISHERY RELATED? TOOK PICTURES; KNIFE MARKS CLEAN ALONG ENTIRE VENTRUM SL: 182 CM
153,2013,1,Marina,08A,MTY,2013_01_08A,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,DARK MORPH
154,2013,1,Marina,08A,MTY,2013_01_08A,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,DARK MORPH
155,2013,1,Marina,08A,MTY,2013_01_08A,CWGR,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,NO HEAD
156,2013,1,Marina,08A,MTY,2013_01_08A,NOFU,0,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,DARK MORPH
157,2013,1,Marina,08A,MTY,2013_01_08A,NOFU,4,U,U,2,0,9,N,4,No,,,N,0,,,,,N,2981,DARK MORPH; MLSB#2981
158,2013,1,Marina,08A,MTY,2013_01_08A,NOFU,2,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,DARK MORPH
159,2013,1,Marina,08A,MTY,2013_01_08A,NOFU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,DARK MORPH
160,2013,1,Marina,08A,MTY,2013_01_08A,BRAC,4,U,FY,2,0,1,Y,4,No,,,N,0,,,,,N,,
161,2013,1,Marina,08A,MTY,2013_01_08A,COMU,3,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
162,2013,1,Marina,08A,MTY,2013_01_08A,COMU,4,U,U,2,0,1,Y,4,No,,,N,0,,,,,N,,
163,2013,1,Marina,08B,MTY,2013_01_08B,ALCD,4,U,U,2,,,Y,4,Unknown,,,N,0,,,,,N,,NO HEAD; NO FFET; PROBABLY COMU CHICK
164,2013,1,Marina,08B,MTY,2013_01_08B,NOFU,4,U,AD,2,,,Y,4,Unknown,,,N,0,,,,,N,,NO LEGS
165,2013,1,Marina,08B,MTY,2013_01_08B,GULL,4,U,U,0,,,Y,4,Unknown,,,N,0,,,,,N,,NO HEAD; NO FEET; WINGS ONLY
166,2013,1,Marina,08B,MTY,2013_01_08B,NOFU,4,U,U,0,,,Y,4,Unknown,,,N,0,,,,,N,,NO HEAD; NO FEET
167,2013,1,Marina,08B,MTY,2013_01_08B,ZACA,2,U,PC,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,SL: 103 CM
168,2013,1,Marina,08B,MTY,2013_01_08B,PHPH,4,U,U,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,SL: 187 CM ANIMAL CUT OPEN FROM NOSE TO TAIL
169,2013,1,Marina,08B,MTY,2013_01_08B,NOFU,4,U,AD,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,DARK MORPH
170,2013,1,Marina,08B,MTY,2013_01_08B,CWGR,4,U,U,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,
171,2013,1,Marina,08B,MTY,2013_01_08B,BRAC,2,U,AD,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,EMACIATED
172,2013,1,Marina,08B,MTY,2013_01_08B,BRPE,4,U,AD,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,
173,2013,1,Waddell,11N,SC,2013_01_11N,BRAC,3,U,IM,2,0,1,Y,4,No,,,N,0,,,,,N,,
174,2013,1,Scott's Creek,11S,SC,2013_01_11S,OTAR,3,U,IM,2,0,1,Y,4,No,,,N,0,,,,,N,,SL: 108 CM; NO REAR FLIPPERS
175,2013,2,New Brighton,1,SC,2013_02_01,WEGR,3,U,AD,2,0,1,Y,4,Yes,2,2,N,0,,,,,N,,"NO HEAD, 8CM OIL SPOT ON BREAST"
176,2013,2,New Brighton,1,SC,2013_02_01,WEGU,4,U,IM,2,0,1,Y,4,No,,,N,0,,,,,N,,
177,2013,2,Aptos,2,SC,2013_02_02,GREB,4,U,U,0,,,Y,4,Unknown,,,N,0,,,,,N,,NO FEET
178,2013,2,Aptos,2,SC,2013_02_02,NOFU,4,U,U,2,,,Y,4,Unknown,,,N,0,,,,,N,,NO LEGS
179,2013,2,Aptos,2,SC,2013_02_02,GULL,4,U,U,0,,,Y,4,Unknown,,,N,0,,,,,N,,"NO FEET, NO HEAD, WINGS AND KEEL ONLY"
180,2013,2,Aptos,2,SC,2013_02_02,WEGU,4,M,AD,0,,,Y,4,Unknown,,,N,0,,,,,N,,NO FEET
181,2013,2,Aptos,2,SC,2013_02_02,BRPE,4,U,U,0,,,Y,4,Unknown,,,N,0,,,,,N,,"NO HEAD, NO FEET"
182,2013,2,Aptos,2,SC,2013_02_02,PALO,4,U,U,2,0,1,N,4,No,,,N,0,,,,,N,,
183,2013,2,Aptos,2,SC,2013_02_02,NOFU,4,U,U,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,"ONE LEG, NO HEAD"
184,2013,2,Aptos,2,SC,2013_02_02,CWGR,4,U,U,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,
185,2013,2,Aptos,2,SC,2013_02_02,CWGR,4,U,U,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,NO HED
186,2013,2,Aptos,2,SC,2013_02_02,NOFU,4,U,U,2,0,1,Y,4,Unknown,,,N,0,,,,,N,,DARK MORPH
